Province,Month,Year,Region,Region Encode,Latitude,Longitude,Average Temperature,Max Temperature,Min Temperature,Total Precipitation,Relative Humidity,Wind Speed,Wind Direction,Surface Pressure,Solar Radiation,Soil Moisture
Lâm Đồng,12,2011,TÂY NGUYÊN,2,11.6614957,108.1335279,21.13,28.36,14.4,0.76,78.27,2.48,45.1,93.3,14.46,0.66
Lâm Đồng,1,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,21.98,30.11,15.8,0.6,75.09,2.25,60.0,93.33,16.63,0.61
Lâm Đồng,2,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,23.12,32.39,15.73,1.22,72.08,1.8,65.0,93.22,20.49,0.57
Lâm Đồng,3,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,24.14,33.93,17.51,1.16,70.3,2.04,69.7,93.24,20.46,0.54
Lâm Đồng,4,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,24.33,35.29,17.64,4.72,77.78,1.67,132.6,93.25,22.46,0.55
Lâm Đồng,5,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,24.67,31.85,20.42,2.96,80.18,1.8,244.0,93.05,21.11,0.54
Lâm Đồng,6,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,23.7,29.23,19.17,3.19,83.82,2.68,263.5,92.96,18.62,0.56
Lâm Đồng,7,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,23.04,28.3,19.76,7.46,87.73,2.4,262.2,92.99,19.1,0.6
Lâm Đồng,8,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,23.45,29.3,18.78,3.3,84.83,2.62,262.9,93.04,19.78,0.61
Lâm Đồng,9,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,22.8,28.96,19.33,9.71,90.29,1.6,238.8,93.12,16.17,0.66
Lâm Đồng,10,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,22.6,29.4,15.88,4.92,86.13,1.52,78.3,93.26,19.17,0.73
Lâm Đồng,11,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,22.79,29.88,17.69,1.96,85.42,1.76,77.2,93.29,17.72,0.69
Lâm Đồng,12,2012,TÂY NGUYÊN,2,11.6614957,108.1335279,22.26,30.03,14.37,0.19,78.21,2.12,57.0,93.31,17.77,0.64
Lâm Đồng,1,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,21.71,31.29,13.4,0.54,71.99,2.06,48.3,93.44,18.48,0.59
Lâm Đồng,2,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,23.56,33.22,14.78,0.21,66.38,2.65,63.6,93.34,20.75,0.55
Lâm Đồng,3,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,25.27,35.12,16.11,0.05,65.28,1.92,97.0,93.35,23.19,0.52
Lâm Đồng,4,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,25.75,35.37,19.04,0.56,70.01,1.87,117.0,93.21,20.91,0.5
Lâm Đồng,5,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,25.52,35.18,20.59,2.19,75.62,1.59,213.2,93.16,21.45,0.51
Lâm Đồng,6,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,23.97,31.18,19.3,4.24,83.4,2.06,249.9,92.99,17.94,0.53
Lâm Đồng,7,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,23.73,31.72,19.87,2.39,82.27,1.96,252.9,92.98,18.4,0.53
Lâm Đồng,8,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,23.18,29.86,19.27,5.61,85.96,2.49,256.8,93.02,18.47,0.56
Lâm Đồng,9,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,23.16,30.83,18.53,4.92,85.99,2.21,256.3,93.06,17.03,0.58
Lâm Đồng,10,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,22.8,30.54,16.93,4.56,84.35,1.45,3.8,93.26,17.83,0.63
Lâm Đồng,11,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,22.58,30.71,16.39,3.03,81.51,2.0,62.6,93.24,14.64,0.6
Lâm Đồng,12,2013,TÂY NGUYÊN,2,11.6614957,108.1335279,21.45,30.34,13.16,0.06,70.61,1.85,41.5,93.34,16.96,0.57
Lâm Đồng,1,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,21.1,32.26,11.48,0.01,63.67,1.94,46.6,93.51,18.77,0.54
Lâm Đồng,2,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,23.0,33.71,13.71,0.0,60.98,1.87,80.5,93.35,22.75,0.51
Lâm Đồng,3,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,25.14,36.32,14.48,0.03,60.64,2.34,87.2,93.39,23.84,0.5
Lâm Đồng,4,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,26.36,36.78,18.62,0.73,64.89,1.67,130.4,93.28,22.22,0.49
Lâm Đồng,5,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,25.96,34.7,20.27,2.24,75.54,1.54,169.4,93.2,22.58,0.5
Lâm Đồng,6,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,24.25,33.59,19.02,6.24,81.72,2.34,264.5,93.01,18.44,0.52
Lâm Đồng,7,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,23.48,30.21,19.34,5.22,85.42,2.65,262.9,93.04,17.24,0.56
Lâm Đồng,8,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,23.51,30.59,19.32,4.4,85.83,1.87,250.5,93.16,20.68,0.6
Lâm Đồng,9,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,23.57,30.72,18.62,3.75,85.16,1.84,241.8,93.17,19.78,0.61
Lâm Đồng,10,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,23.22,30.85,18.15,4.15,83.79,1.26,85.7,93.3,18.6,0.63
Lâm Đồng,11,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,23.4,31.26,16.21,1.06,76.96,1.89,61.3,93.32,18.22,0.59
Lâm Đồng,12,2014,TÂY NGUYÊN,2,11.6614957,108.1335279,22.76,30.85,14.02,0.76,72.76,2.49,53.2,93.39,14.33,0.56
Lâm Đồng,1,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,21.85,33.67,12.4,0.12,63.02,1.89,49.4,93.49,19.7,0.53
Lâm Đồng,2,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,22.96,34.52,13.16,0.01,61.25,2.06,75.1,93.47,22.47,0.51
Lâm Đồng,3,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,24.92,35.96,14.5,0.06,61.4,2.27,91.2,93.46,24.22,0.49
Lâm Đồng,4,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,26.45,36.84,16.22,0.17,61.36,1.95,101.2,93.31,23.37,0.48
Lâm Đồng,5,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,26.08,36.48,20.57,1.88,72.02,1.74,204.7,93.25,22.09,0.49
Lâm Đồng,6,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,24.71,34.14,19.71,3.93,78.61,2.08,241.6,93.16,19.8,0.51
Lâm Đồng,7,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,23.98,31.24,19.43,4.51,83.26,2.38,257.7,93.11,18.47,0.54
Lâm Đồng,8,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,24.43,31.97,20.31,1.96,81.16,2.17,256.0,93.14,20.6,0.54
Lâm Đồng,9,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,24.07,32.5,18.49,3.58,83.81,1.76,247.7,93.2,19.43,0.55
Lâm Đồng,10,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,23.58,31.83,17.79,5.21,83.61,1.49,102.5,93.4,18.74,0.57
Lâm Đồng,11,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,23.08,30.86,18.09,4.0,82.76,2.26,69.1,93.39,17.04,0.59
Lâm Đồng,12,2015,TÂY NGUYÊN,2,11.6614957,108.1335279,22.66,31.83,14.42,2.83,76.77,2.35,55.1,93.52,17.27,0.57
Lâm Đồng,1,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,23.59,32.74,15.18,0.24,71.66,2.06,71.4,93.53,19.04,0.55
Lâm Đồng,2,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,23.38,34.5,12.21,0.12,62.11,2.56,57.5,93.57,21.44,0.52
Lâm Đồng,3,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,25.66,36.75,15.23,0.0,60.0,1.98,97.0,93.44,23.82,0.5
Lâm Đồng,4,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,26.96,37.12,18.75,0.18,64.69,1.91,143.3,93.29,23.28,0.49
Lâm Đồng,5,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,26.22,37.02,20.85,8.4,75.54,1.78,173.5,93.18,20.39,0.51
Lâm Đồng,6,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,23.67,29.77,19.6,8.75,88.11,1.89,248.2,93.18,19.1,0.61
Lâm Đồng,7,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,23.27,29.49,19.58,5.73,89.52,1.84,252.3,93.14,19.64,0.68
Lâm Đồng,8,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,23.46,28.38,20.08,5.87,89.81,2.57,254.6,92.95,18.61,0.71
Lâm Đồng,9,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,23.18,29.29,19.28,6.68,90.21,1.76,252.4,93.07,18.38,0.74
Lâm Đồng,10,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,22.78,27.83,17.94,8.43,91.54,1.58,156.5,93.1,14.69,0.81
Lâm Đồng,11,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,22.44,28.13,16.24,4.71,89.04,1.73,66.8,93.28,16.57,0.86
Lâm Đồng,12,2016,TÂY NGUYÊN,2,11.6614957,108.1335279,21.37,27.37,16.34,7.96,89.43,2.17,52.5,93.28,10.97,0.87
Lâm Đồng,1,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,21.18,27.14,15.12,2.14,85.55,2.09,51.8,93.36,15.46,0.84
Lâm Đồng,2,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,20.79,28.9,12.15,0.31,81.64,2.04,47.7,93.47,19.19,0.78
Lâm Đồng,3,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,22.64,30.71,13.41,0.07,78.32,1.77,77.5,93.36,22.57,0.69
Lâm Đồng,4,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,24.4,33.29,17.05,1.91,78.7,1.61,109.0,93.31,21.28,0.62
Lâm Đồng,5,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,24.32,31.69,18.72,4.74,85.58,1.51,181.6,93.21,19.57,0.61
Lâm Đồng,6,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,23.53,29.22,19.97,5.4,88.71,1.74,252.5,93.14,19.71,0.63
Lâm Đồng,7,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,22.82,27.11,19.37,9.18,90.94,2.46,260.7,93.08,16.41,0.69
Lâm Đồng,8,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,23.32,28.28,19.63,6.22,90.61,1.87,255.3,93.08,19.33,0.76
Lâm Đồng,9,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,23.68,29.03,19.76,4.48,89.7,1.45,233.2,93.17,19.79,0.77
Lâm Đồng,10,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,22.75,28.75,17.1,9.22,90.41,1.41,75.3,93.17,15.42,0.84
Lâm Đồng,11,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,22.45,27.96,16.31,3.78,89.17,1.85,62.2,93.16,14.5,0.86
Lâm Đồng,12,2017,TÂY NGUYÊN,2,11.6614957,108.1335279,20.75,27.29,12.96,1.07,84.02,2.43,45.1,93.35,15.7,0.81
Lâm Đồng,1,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,21.4,28.76,15.09,0.16,82.86,1.81,52.0,93.24,16.77,0.73
Lâm Đồng,2,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,20.87,30.71,10.36,0.05,75.53,1.88,47.5,93.45,21.6,0.66
Lâm Đồng,3,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,23.72,32.7,15.8,0.37,70.32,1.81,70.2,93.32,22.45,0.59
Lâm Đồng,4,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,25.51,35.64,15.68,1.05,67.06,1.9,86.2,93.25,23.62,0.55
Lâm Đồng,5,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,25.24,33.59,19.99,2.91,77.32,1.33,121.8,93.24,20.94,0.54
Lâm Đồng,6,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,23.27,29.77,19.11,7.7,86.76,2.34,265.4,93.1,16.97,0.58
Lâm Đồng,7,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,23.09,28.02,19.58,7.64,89.22,3.13,264.2,92.93,17.45,0.64
Lâm Đồng,8,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,22.83,28.03,19.84,8.37,88.62,3.14,264.8,92.98,16.25,0.69
Lâm Đồng,9,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,23.02,29.73,18.58,11.19,90.27,1.67,249.7,93.14,18.79,0.78
Lâm Đồng,10,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,22.71,29.17,14.4,4.47,86.75,1.54,65.9,93.37,19.63,0.82
Lâm Đồng,11,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,22.19,28.82,15.59,6.73,86.87,1.91,61.7,93.36,16.02,0.8
Lâm Đồng,12,2018,TÂY NGUYÊN,2,11.6614957,108.1335279,22.04,27.66,16.24,1.94,86.86,2.06,55.6,93.38,14.61,0.78
Lâm Đồng,1,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,20.53,27.4,11.53,0.95,83.82,2.31,54.9,93.52,17.85,0.73
Lâm Đồng,2,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,21.61,30.26,14.36,0.06,78.01,2.04,73.0,93.57,22.77,0.65
Lâm Đồng,3,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,23.99,33.21,14.35,0.33,74.0,1.84,94.8,93.41,22.42,0.59
Lâm Đồng,4,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,25.76,35.77,17.42,1.07,72.43,1.66,117.3,93.27,23.73,0.56
Lâm Đồng,5,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,24.82,32.38,20.27,4.59,83.81,1.53,235.3,93.18,21.03,0.55
Lâm Đồng,6,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,24.09,30.37,19.86,6.54,87.1,2.06,261.1,93.12,20.2,0.58
Lâm Đồng,7,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,23.05,28.38,18.26,6.75,88.2,2.45,269.1,93.09,18.78,0.64
Lâm Đồng,8,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,23.27,28.24,19.63,11.32,90.03,2.84,259.9,93.0,18.45,0.71
Lâm Đồng,9,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,22.9,29.88,18.04,10.4,89.41,2.21,270.0,93.21,17.19,0.8
Lâm Đồng,10,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,23.15,29.29,17.94,2.34,86.74,1.52,74.6,93.29,19.42,0.8
Lâm Đồng,11,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,21.75,27.76,15.8,5.38,87.07,1.68,50.8,93.31,16.04,0.8
Lâm Đồng,12,2019,TÂY NGUYÊN,2,11.6614957,108.1335279,20.33,28.37,12.82,0.03,80.56,1.97,39.9,93.46,19.69,0.73
Lâm Đồng,1,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,21.23,30.2,13.38,0.02,77.24,1.86,53.9,93.47,20.3,0.65
Lâm Đồng,2,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,22.12,32.11,11.19,0.05,69.6,2.37,56.3,93.56,21.52,0.59
Lâm Đồng,3,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,25.22,34.99,16.26,0.02,66.38,1.91,93.0,93.37,23.78,0.55
Lâm Đồng,4,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,26.15,35.84,18.61,0.25,65.5,2.16,85.9,93.37,22.04,0.52
Lâm Đồng,5,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,26.55,37.28,18.88,2.76,72.52,1.61,164.8,93.2,21.7,0.51
Lâm Đồng,6,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,24.07,30.61,19.68,10.15,86.82,1.46,232.9,93.15,19.05,0.56
Lâm Đồng,7,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,23.49,29.1,18.54,7.34,88.34,1.46,221.2,93.1,20.19,0.66
Lâm Đồng,8,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,23.26,28.52,19.32,9.5,90.58,2.05,256.0,93.05,19.35,0.75
Lâm Đồng,9,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,23.39,29.75,19.29,6.76,89.87,1.54,230.9,93.14,18.44,0.78
Lâm Đồng,10,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,22.66,28.24,19.12,13.44,92.57,1.55,244.6,93.02,13.61,0.88
Lâm Đồng,11,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,22.28,28.46,16.73,5.1,87.27,1.74,53.5,93.28,15.99,0.9
Lâm Đồng,12,2020,TÂY NGUYÊN,2,11.6614957,108.1335279,21.07,27.44,14.32,1.67,85.43,2.21,40.8,93.28,13.41,0.87
Lâm Đồng,1,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,20.13,27.69,11.31,0.05,81.14,1.95,40.1,93.35,18.26,0.8
Lâm Đồng,2,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,20.74,29.99,11.44,0.06,78.0,1.55,39.2,93.38,21.74,0.72
Lâm Đồng,3,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,23.17,33.33,13.95,0.1,73.61,2.0,67.4,93.31,24.13,0.63
Lâm Đồng,4,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,24.49,33.31,17.97,4.16,77.83,1.61,107.7,93.27,21.46,0.59
Lâm Đồng,5,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,24.24,31.77,18.77,6.47,85.58,1.67,136.9,93.16,20.87,0.62
Lâm Đồng,6,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,23.4,29.95,18.8,5.67,89.13,2.11,261.6,93.16,20.83,0.66
Lâm Đồng,7,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,23.25,28.7,19.26,6.86,88.02,2.58,261.5,93.05,18.29,0.69
Lâm Đồng,8,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,23.43,29.8,18.46,7.37,88.47,2.0,248.3,93.14,20.14,0.7
Lâm Đồng,9,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,22.89,29.41,18.56,9.85,90.44,1.69,237.6,93.11,17.46,0.8
Lâm Đồng,10,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,22.58,28.28,17.18,9.75,91.78,1.79,281.6,93.14,14.84,0.88
Lâm Đồng,11,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,22.22,28.57,18.37,5.88,90.43,2.03,63.2,93.23,12.31,0.9
Lâm Đồng,12,2021,TÂY NGUYÊN,2,11.6614957,108.1335279,20.8,27.74,13.55,0.49,85.0,2.07,47.6,93.42,16.36,0.87
Lâm Đồng,1,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,20.69,27.68,12.79,0.1,83.61,1.6,46.7,93.4,19.49,0.79
Lâm Đồng,2,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,22.13,29.55,16.03,0.31,80.72,2.22,62.5,93.33,19.23,0.7
Lâm Đồng,3,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,23.65,32.0,15.11,2.43,77.48,1.59,75.2,93.21,20.86,0.63
Lâm Đồng,4,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,24.19,33.76,15.6,2.7,77.98,1.63,85.5,93.19,20.2,0.62
Lâm Đồng,5,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,23.82,31.86,19.09,6.46,86.46,1.71,232.9,93.08,19.28,0.63
Lâm Đồng,6,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,23.79,28.82,18.7,5.45,88.94,1.42,250.1,93.08,21.72,0.66
Lâm Đồng,7,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,23.31,29.41,18.69,8.53,89.98,1.93,254.6,92.99,18.12,0.7
Lâm Đồng,8,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,22.96,28.9,18.17,9.36,90.3,1.96,261.8,93.04,18.93,0.8
Lâm Đồng,9,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,22.82,29.21,19.29,7.58,90.95,1.83,250.6,93.11,17.6,0.84
Lâm Đồng,10,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,22.45,28.31,16.87,5.48,88.7,1.47,55.8,93.21,15.42,0.87
Lâm Đồng,11,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,21.92,28.55,17.03,4.02,89.23,1.64,71.8,93.25,15.22,0.85
Lâm Đồng,12,2022,TÂY NGUYÊN,2,11.6614957,108.1335279,20.18,27.07,12.16,4.05,85.48,2.12,43.9,93.32,16.61,0.87
Lâm Đồng,1,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,20.78,27.89,14.11,1.25,83.64,2.2,43.0,93.34,15.38,0.81
Lâm Đồng,2,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,21.5,28.88,13.96,0.1,79.55,2.14,52.3,93.38,20.34,0.73
Lâm Đồng,3,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,22.45,32.95,12.43,0.01,73.19,1.84,60.2,93.39,23.78,0.64
Lâm Đồng,4,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,25.82,35.13,18.12,0.13,72.69,1.58,111.6,93.19,21.23,0.58
Lâm Đồng,5,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,24.93,35.45,20.24,5.52,82.56,1.55,229.4,93.18,21.13,0.58
Lâm Đồng,6,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,23.7,29.27,20.34,7.89,89.97,1.93,265.5,93.1,19.53,0.64
Lâm Đồng,7,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,23.5,30.27,19.82,11.17,90.7,2.21,258.5,93.08,17.49,0.69
Lâm Đồng,8,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,23.9,29.68,19.82,6.19,88.45,2.37,264.4,93.11,21.78,0.77
Lâm Đồng,9,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,23.45,28.56,20.07,10.39,91.1,1.98,256.6,93.12,18.38,0.83
Lâm Đồng,10,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,23.63,29.23,19.9,5.27,90.25,1.25,279.4,93.32,17.68,0.89
Lâm Đồng,11,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,22.68,28.86,16.59,2.32,87.41,1.87,54.4,93.39,14.82,0.86
Lâm Đồng,12,2023,TÂY NGUYÊN,2,11.6614957,108.1335279,22.1,28.29,16.42,1.46,85.0,2.2,50.8,93.44,16.77,0.81
Đắk Lắk,1,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,21.65,30.24,13.69,0.12,75.4,2.87,62.9,96.75,12.1,0.63
Đắk Lắk,2,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,23.39,34.48,14.17,0.02,69.48,2.32,78.2,96.64,19.89,0.6
Đắk Lắk,3,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,24.15,35.56,16.91,0.41,70.28,2.92,67.8,96.64,14.33,0.58
Đắk Lắk,4,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,26.62,38.63,18.16,0.07,65.73,2.11,76.1,96.52,21.27,0.56
Đắk Lắk,5,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,28.22,39.42,20.77,1.15,67.72,1.15,208.7,96.3,18.82,0.55
Đắk Lắk,6,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,27.93,36.82,22.46,0.55,67.31,2.06,249.4,96.15,17.12,0.55
Đắk Lắk,7,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,27.38,36.2,21.94,1.12,68.85,1.88,250.8,96.17,18.39,0.54
Đắk Lắk,8,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,27.44,37.79,21.37,0.78,69.22,1.61,251.1,96.24,18.53,0.54
Đắk Lắk,9,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,25.97,33.96,20.43,2.69,78.01,1.81,255.0,96.23,15.03,0.55
Đắk Lắk,10,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,25.03,34.08,19.98,3.49,81.07,1.88,68.6,96.44,14.32,0.58
Đắk Lắk,11,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,24.58,34.41,18.3,2.57,77.29,2.3,64.5,96.52,13.54,0.59
Đắk Lắk,12,2011,TÂY NGUYÊN,2,12.8292274,108.2999058,22.22,31.24,14.85,0.72,75.98,2.98,59.7,96.74,9.79,0.58
Đắk Lắk,1,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,23.59,34.86,17.38,0.48,72.96,2.61,70.5,96.7,13.21,0.56
Đắk Lắk,2,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,25.1,38.71,16.29,0.35,68.15,2.29,74.6,96.55,18.47,0.55
Đắk Lắk,3,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,26.61,38.12,18.09,1.25,64.78,2.21,74.1,96.53,18.56,0.54
Đắk Lắk,4,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,27.89,38.2,19.94,1.61,67.29,1.29,110.6,96.43,21.14,0.56
Đắk Lắk,5,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,28.87,38.46,22.55,0.44,63.49,1.27,238.7,96.19,20.11,0.55
Đắk Lắk,6,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,27.65,36.29,21.93,0.73,66.9,2.33,250.8,96.11,16.63,0.54
Đắk Lắk,7,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,26.9,35.39,21.65,1.33,71.6,2.07,248.9,96.15,16.84,0.54
Đắk Lắk,8,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,27.79,36.47,21.94,0.67,65.03,2.28,251.8,96.2,17.22,0.54
Đắk Lắk,9,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,26.29,37.36,20.98,2.96,76.32,1.28,120.0,96.32,15.49,0.55
Đắk Lắk,10,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,25.99,35.86,17.77,1.12,73.01,1.88,76.3,96.51,17.29,0.55
Đắk Lắk,11,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,26.0,36.71,20.04,1.44,74.69,2.09,76.9,96.56,15.93,0.55
Đắk Lắk,12,2012,TÂY NGUYÊN,2,12.8292274,108.2999058,24.8,34.92,16.67,0.28,71.46,2.61,70.9,96.66,14.87,0.54
Đắk Lắk,1,2013,TÂY NGUYÊN,2,12.8292274,108.2999058,22.87,33.44,15.09,0.75,71.48,2.68,69.7,96.86,15.63,0.54
Đắk Lắk,2,2013,TÂY NGUYÊN,2,12.8292274,108.2999058,25.02,37.33,17.42,0.31,67.82,2.81,73.6,96.7,18.19,0.54
Đắk Lắk,3,2013,TÂY NGUYÊN,2,12.8292274,108.2999058,27.69,40.02,17.98,0.11,59.28,1.89,76.9,96.61,21.47,0.53
Đắk Lắk,4,2013,TÂY NGUYÊN,2,12.8292274,108.2999058,29.23,40.52,20.76,0.28,59.4,1.62,88.4,96.4,19.97,0.53
